0.00003933 0.02142392 0.93503564
0.00007760 -0.08136271 0.96719490
0.00007307 -0.05487691 0.99671787
0.00003590 -0.07991735 0.96739468
0.00007644 -0.05122360 0.96465947
0.00010381 -0.07970931 0.99738766
0.00006541 -0.04698881 0.98501145
0.00003778 0.06935291 0.94756355
0.00007273 -0.02643757 0.96678753
0.00015923 -0.06140164 1.00213190
0.00006900 -0.08711743 0.98752428
0.00013804 -0.05694686 0.99774299
0.00004851 -0.01472979 0.96397841
0.00009505 -0.03353591 0.95865842
0.00008067 -0.04201080 0.98904860
0.00001561 -0.05576579 0.98062226
0.00006364 -0.06026104 1.00141384
0.00000239 -0.19643209 1.01647948
0.00001729 0.03939210 0.97226843
0.00005664 -0.02673211 0.92608800
0.00002905 -0.01053588 0.97384211
0.00011098 -0.03752723 0.92856266
0.00008192 -0.08831712 1.00981029
0.00008172 -0.02452698 0.96919124
0.00004154 -0.02811144 0.98148423
0.00002270 0.05646482 0.95086098
0.00006614 -0.07253293 0.98044125
0.00007840 -0.05764482 0.99456682
0.00005830 -0.02076559 0.98186989
0.00002480 0.01553670 0.98204547
0.00009937 -0.05676086 0.97095697
0.00008065 -0.05250833 0.99165648
0.00003999 -0.16466708 1.02378899
0.00003422 0.04566310 0.95261759
0.00001536 0.06960916 0.95575012
0.00006009 -0.02427423 0.97060525
0.00010744 -0.06321379 0.99202853
0.00005872 -0.01182092 0.92294279
0.00002103 0.03156972 0.97557787
0.00008298 -0.06761794 0.99267685
0.00001458 0.00499150 0.95210217
0.00003993 -0.20099097 1.05035531
0.00002163 -0.19008430 1.01222545
0.00004213 -0.02402021 0.97903094
0.00003175 -0.15543770 1.01982101
0.00011434 -0.07441385 1.00509357
0.00010441 -0.08393481 1.00345669
0.00006119 -0.17320185 0.95688583
0.00002139 0.17179291 0.99526291
0.00005796 0.32615954 0.96133617
0.00011393 0.15191614 0.97593959
0.00000487 0.31262741 1.01559085
0.00003673 0.21580268 0.98372392
0.00009195 0.15682656 0.97688679
0.00003776 0.12104321 0.99212054
0.00009243 0.29810249 0.94298030
0.00009636 0.36695366 0.91773581
0.00003281 0.21683541 0.98029156
0.00002951 0.38888685 0.97134856
0.00004810 0.12880026 0.98583714
0.00001981 0.30236956 0.99883015
0.00006863 0.27501433 0.95925276
0.00006833 0.48949245 0.93512286
0.00002775 0.13864387 0.99304639
0.00002290 0.23519547 0.99360867
0.00000914 0.28768239 1.02029018
0.00003660 0.31439969 0.94802706
0.00007892 0.21595130 0.97080601
0.00000328 0.29862416 1.01758800
0.00002205 0.20512356 0.99704191
0.00007970 0.47659792 0.91670537
0.00000688 0.41176862 1.01116186
0.00003162 0.12925053 0.98485938
0.00004282 0.39143130 0.96108715
0.00007197 0.36006629 0.92809974
0.00002115 0.31408550 0.98819193
0.00001707 0.27474439 0.95912621
0.00007306 0.10379677 0.98557845
0.00001186 0.12662807 1.00141237
0.00003635 0.28005717 0.97304542
0.00006367 0.26311318 0.95404546
0.00009141 0.14347708 0.97902529
0.00003899 0.11561484 0.98340701
0.00000855 0.10772378 0.98844739
0.00004015 0.39213458 0.95796920
0.00001673 0.16908102 0.99753339
0.00010898 0.34689940 0.92744120
0.00002439 0.18540361 0.97129634
0.00002460 0.12064824 0.98571183
0.00000750 0.13340025 1.00760786
0.00004142 0.27782431 0.97888846
0.00006478 0.43422116 0.90369419
0.00009203 0.10115406 0.98494028
0.00002885 0.30674723 0.99481942
0.00001159 0.11916090 0.98524318
0.00011047 0.17700443 0.96960910
0.00007335 0.10456499 0.98604737
0.00005674 0.18172169 0.96654250
0.00002193 0.12666728 0.99542913
0.00014126 0.10615535 0.98260094
0.00003326 0.17089171 0.97435475
0.00007286 0.20593758 0.96588053
0.00002050 0.16697614 0.99850800
0.00004958 0.12320740 0.97978659
0.00000319 0.10612337 1.01231955
0.00013818 0.12611499 0.97792180
0.00002573 0.27883250 0.96991198
0.00005368 0.36209526 0.91811086
0.00009828 0.11385980 0.98079080
0.00014537 0.13490770 0.97674271
0.00000232 0.13397616 1.00754117
0.00001017 0.13655784 0.99364916
0.00004406 0.24366076 0.98275921
0.00012733 0.14338188 0.97555545
0.00005154 0.11375834 0.98267218
0.00010524 0.14275992 0.97623652
0.00000967 0.12127680 0.99250927
0.00008831 0.28763740 0.94209258
0.00009791 0.38512873 0.93856062
0.00006976 0.18318433 0.96757507
0.00008556 0.48829988 0.92891806
0.00001376 0.22041686 0.95807807
0.00011027 0.26713231 0.95604839
0.00008928 0.15962962 0.97275899
0.00003709 0.24105187 0.98500944
0.00005315 0.12253420 0.98680631
0.00015123 0.09945468 0.98423149
0.00001791 0.13852738 1.00645002
0.00004034 0.10724556 0.98422961
0.00001187 0.23192045 0.99649445
0.00003149 0.19583199 0.98164763
0.00012085 0.12483510 0.97912638
0.00009413 0.25161941 0.95323037
0.00004378 0.16088919 0.98028028
0.00002913 0.22858726 0.95560552
0.00009571 0.13283474 0.98043841
0.00001653 0.16176847 1.00881516
0.00002172 0.14988413 0.98745199
0.00001140 0.41955444 0.90377976
0.00002095 0.24101571 0.96695081
0.00009403 0.12605080 0.97952288
0.00003366 0.22155380 0.95828288
0.00007232 0.23892865 0.96518000
0.00002451 0.15784982 0.97814285
0.00006567 0.33030203 0.93037018
0.00006794 0.10943435 0.98126165
0.00009534 0.18993032 0.97267214
0.00012984 0.13239933 0.97818890
0.00004443 0.12436367 0.97994915
0.00005727 0.14551012 0.97513826
0.00005579 0.17656053 0.98114803
0.00008378 0.37100216 0.93175982
0.00015301 0.10017715 0.98398213
0.00010799 0.11271716 0.98257034
0.00011636 0.25968955 0.95413335
0.00017806 0.09409301 0.98528933
0.00006546 0.26713794 0.94491178
0.00003296 0.47159387 0.97923581
0.00007537 0.17430278 0.96871483
0.00008399 0.10332863 0.98570778
0.00003262 0.32439631 0.96079586
0.00014011 0.17195221 0.97027695
0.00006128 0.12570593 0.97969050
0.00008864 0.48675354 0.92984246
0.00010717 0.17567925 0.96925230
0.00010616 0.13315132 0.97763067
0.00013954 0.15176053 0.97380922
0.00001408 0.15272447 0.99908826
0.00029611 -0.61173037 0.78309686
0.00065007 -0.63258987 0.75585970
0.00085219 -0.78218055 0.80657346
0.00010462 -0.52134048 0.76981445
0.00048849 -0.64924216 0.77533736
0.00073840 -0.75831107 0.80181346
0.00040182 -0.63953585 0.79534714
0.00067260 -0.77592197 0.77322830
0.00047588 -0.88133217 0.77829473
0.00040936 -0.66703331 0.77710042
0.00043666 -0.61068747 0.75691451
0.00045456 -0.71071511 0.80346234
0.00031314 -0.53901422 0.76511933
0.00065927 -0.73149367 0.77882027
0.00065919 -0.55378561 0.73863594
0.00032189 -0.62298827 0.78901837
0.00032598 -0.57946053 0.77052159
0.00019739 -0.50730266 0.77396606
0.00031502 -0.70361189 0.76438857
0.00078268 -0.73057518 0.78639814
0.00006945 -0.51109784 0.77291827
0.00034964 -0.59779928 0.77436872
0.00063692 -0.61595174 0.73610019
0.00010949 -0.47147221 0.77268540
0.00028513 -0.70766979 0.80629729
0.00055297 -0.63739467 0.75804532
0.00050601 -0.78551518 0.77648154
0.00030145 -0.55601816 0.76296907
0.00016690 -0.72990931 0.77723781
0.00051931 -0.74660004 0.82125410
0.00015704 -0.56358977 0.78703168
0.00046078 -0.66418246 0.76961571
0.00051316 -0.78001992 0.78815900
0.00072097 -0.77649897 0.81173635
0.00029155 -0.75691163 0.81473094
0.00007473 -0.68818715 0.80765109
0.00051112 -0.64137216 0.75615668
0.00024310 -0.59686825 0.78148759
0.00070173 -0.81993293 0.78343271
0.00020522 -0.76301551 0.79176556
0.00077104 -0.76377498 0.80189206
0.00043716 -0.52678144 0.74542240
0.00016434 -0.61096910 0.79779181
0.00011541 -0.45700376 0.79671013
0.00036468 -0.71208636 0.80450003
0.00051446 -0.81306950 0.75813325
0.00001683 -0.37574401 0.80168247
0.00007253 -0.46203796 0.78903763
0.00064232 -0.71308251 0.77608682
0.00049037 -0.64750306 0.78807076
0.00041454 -0.60481647 0.78282156
0.00012582 -0.46757857 0.78092825
0.00027637 -0.53474932 0.78006353
0.00092992 -0.70829888 0.76303925
0.00018150 -0.49982851 0.78281313
0.00044383 -0.75093791 0.80771153
0.00042271 -0.54321226 0.76449922
0.00044331 -0.77306129 0.78568295
0.00058587 -0.75669034 0.77166493
0.00060589 -0.72809486 0.78615914
0.00028445 -0.67657227 0.79289554
0.00008296 -0.46120943 0.78936870
0.00038202 -0.60574669 0.80022803
0.00081153 -0.68723417 0.76200643
0.00054101 -0.68138038 0.78650846
0.00042991 -0.58099447 0.75941926
0.00018562 -0.62283740 0.79898215
0.00060109 -0.74813041 0.78983520
0.00062050 -0.70262180 0.74283839
0.00032779 -0.76857335 0.80510411
0.00065312 -0.70884040 0.77607894
0.00015222 -0.61822410 0.77401919
0.00062564 -0.59187037 0.75743983
0.00051724 -0.66947271 0.75842930
0.00019581 -0.89464848 0.77883648
0.00030349 -0.56090230 0.75906982
0.00001601 -0.47006028 0.78238912
0.00019466 -0.73672699 0.79708109
0.00038679 -0.69658255 0.80182757
0.00024977 -0.68531211 0.80139817
0.00044007 -0.80785865 0.78206942
0.00022914 -0.62321436 0.80183162
0.00075824 -0.75535525 0.79208153
0.00008675 -0.70390618 0.81109348
0.00081110 -0.78586607 0.80953118
0.00059081 -0.74600625 0.78397315
0.00040790 -0.61298264 0.79187965
0.00018576 -0.49455882 0.78350331
0.00049377 -0.64370877 0.76908310
0.00012772 -0.56258319 0.79616253
0.00047116 -0.69034127 0.80135361
0.00013633 -0.59126322 0.76781197
0.00097279 -0.79335265 0.80143574
0.00005951 -0.46268326 0.78519420
0.00037444 -0.68605404 0.75790223
0.00059449 -0.69582243 0.79636292
0.00057441 -0.73909494 0.80523995
0.00049992 -0.82021881 0.79764776
0.00080770 -0.56071949 0.73763918
0.00045363 -0.62688591 0.78281345
0.00039249 -0.78588130 0.75929013
0.00016803 -0.46555668 0.78499455
0.00059194 -0.58866604 0.75723084
0.00035455 -0.59751782 0.79130451
0.00058336 -0.81370691 0.79546007
0.00026854 -0.56456894 0.79719158
0.00023053 -0.69951266 0.76084261
0.00056268 -0.58270421 0.73821624
0.00046069 -0.63206344 0.75666070
0.00055723 -0.65816151 0.73648116
0.00016063 -0.51987770 0.79446503
0.00018642 -0.50580278 0.78982714
0.00051208 -0.73865171 0.81002133
0.00003341 -0.48885004 0.79328898
0.00071086 -0.71311934 0.77486320
0.00010155 -0.45420843 0.79430846
0.00024996 -0.49335296 0.75503414
0.00051634 -0.67769447 0.80693267
0.00014364 -0.48097304 0.78561154
0.00027989 -0.63144100 0.79431347
